F_PU10,F_PU11,L_T6,L_T7,P_J307,P_J317,S_PU10,S_PU11,ATTACK_FLAG
30.55,0.0,5.5,4.53,21.53,69.74,1.0,0.0,1
30.79,0.0,5.5,4.5,21.22,68.64,1.0,0.0,1
32.54,0.0,5.5,4.23,27.96,69.32,1.0,0.0,1
32.35,0.0,5.5,3.98,27.59,69.62,1.0,0.0,0
31.53,0.0,5.5,3.87,27.9,72.79,1.0,0.0,0
30.08,0.0,5.5,4.41,21.09,70.84,1.0,0.0,0
29.23,0.0,5.5,4.67,21.7,74.13,1.0,0.0,0
0.0,0.0,5.27,3.83,27.39,59.95,0.0,0.0,0
0.0,0.0,5.0,2.75,27.59,58.78,0.0,0.0,0
30.23,0.0,5.19,3.09,22.19,71.43,1.0,0.0,0
30.69,0.0,5.5,4.27,28.57,76.33,1.0,0.0,0
0.0,0.0,5.36,4.14,31.76,59.34,0.0,0.0,0
0.0,0.0,5.05,2.81,31.92,57.77,0.0,0.0,0
32.79,0.0,5.2,2.9,28.61,69.04,1.0,0.0,0
31.25,0.0,5.44,3.17,22.37,68.24,1.0,0.0,0
31.04,0.0,5.5,3.49,22.53,69.1,1.0,0.0,0
30.81,0.0,5.5,3.5,23.39,70.73,1.0,0.0,0
30.27,0.0,5.5,3.83,22.27,71.39,1.0,0.0,0
30.4,0.0,5.5,4.27,22.17,70.87,1.0,0.0,0
29.76,0.0,5.5,4.54,22.53,73.3,1.0,0.0,0
0.0,0.0,5.3,3.86,32.42,57.53,0.0,0.0,0
32.41,0.0,5.04,2.57,27.35,69.18,1.0,0.0,0
32.32,0.0,5.32,3.0,27.28,69.41,1.0,0.0,0
31.24,0.0,5.5,3.49,27.03,72.95,1.0,0.0,0
29.75,0.0,5.5,4.04,19.75,70.54,1.0,0.0,0
29.88,0.0,5.5,4.33,18.6,68.97,1.0,0.0,0
30.11,0.0,5.5,4.24,18.15,67.8,1.0,0.0,0
30.1,0.0,5.5,3.87,17.54,67.21,1.0,0.0,0
30.0,0.0,5.5,3.45,17.55,67.56,1.0,0.0,0
29.17,0.0,5.5,3.22,18.48,71.11,1.0,0.0,0
28.86,0.0,5.5,3.82,20.14,73.69,1.0,0.0,0
29.98,0.0,5.5,4.77,26.47,76.54,1.0,0.0,0
0.0,0.0,5.23,3.59,29.95,60.35,0.0,0.0,0
0.0,0.0,4.98,2.71,30.85,59.69,0.0,0.0,0
31.64,0.0,5.06,2.86,27.8,72.33,1.0,0.0,0
31.48,0.0,5.47,3.94,27.56,72.65,1.0,0.0,0
0.0,0.0,5.45,4.7,30.86,59.76,0.0,0.0,0
0.0,0.0,5.15,3.34,26.97,57.92,0.0,0.0,0
30.8,0.0,5.06,2.69,20.75,68.14,1.0,0.0,0
31.25,0.0,5.3,3.01,21.69,67.54,1.0,0.0,0
31.08,0.0,5.46,3.0,21.63,68.06,1.0,0.0,0
30.62,0.0,5.5,3.33,22.17,70.15,1.0,0.0,0
30.57,0.0,5.5,3.62,22.04,70.18,1.0,0.0,0
32.71,0.0,5.5,3.9,30.01,70.73,1.0,0.0,0
32.69,0.0,5.5,4.0,29.94,70.74,1.0,0.0,0
33.0,0.0,5.5,4.09,30.35,70.03,1.0,0.0,0
30.64,0.0,5.5,3.95,20.71,68.62,1.0,0.0,0
30.58,0.0,5.5,3.79,20.84,68.94,1.0,0.0,0
30.9,0.0,5.5,3.74,20.77,67.81,1.0,0.0,0
30.61,0.0,5.5,3.42,20.64,68.64,1.0,0.0,0
30.44,0.0,5.5,3.39,20.87,69.44,1.0,0.0,0
30.86,0.0,5.5,3.54,20.48,67.67,1.0,0.0,0
30.47,0.0,5.5,3.24,21.08,69.55,1.0,0.0,0
29.83,0.0,5.5,3.44,21.03,71.57,1.0,0.0,0
31.36,0.0,5.5,4.13,27.68,73.15,1.0,0.0,0
30.29,0.0,5.5,4.71,28.01,77.06,1.0,0.0,0
0.0,0.0,5.3,4.07,31.16,59.8,0.0,0.0,0
0.0,0.0,5.02,2.88,31.56,59.72,0.0,0.0,0
30.35,0.0,5.09,2.99,22.26,71.12,1.0,0.0,0
30.39,0.0,5.47,3.94,22.01,70.73,1.0,0.0,0
0.0,0.0,5.5,4.95,27.77,60.51,0.0,0.0,0
0.0,0.0,5.23,3.69,28.83,57.4,0.0,0.0,0
31.17,0.0,5.0,2.5,22.26,68.41,1.0,0.0,0
33.27,0.0,5.26,2.93,30.39,69.05,1.0,0.0,0
32.28,0.0,5.5,3.16,30.54,72.82,1.0,0.0,0
33.02,0.0,5.5,3.74,28.98,68.59,1.0,0.0,0
29.75,0.0,5.5,3.4,22.07,72.87,1.0,0.0,0
30.26,0.0,5.5,4.17,22.23,71.38,1.0,0.0,0
30.46,0.0,5.5,4.56,22.05,70.55,1.0,0.0,0
29.5,0.0,5.5,4.67,19.17,70.76,1.0,0.0,0
0.0,0.0,5.4,4.39,25.93,56.78,0.0,0.0,0
30.6,0.0,4.98,2.46,19.05,67.12,1.0,0.0,0
30.59,0.0,5.16,2.55,18.35,66.42,1.0,0.0,0
32.34,0.0,5.26,2.37,25.29,67.37,1.0,0.0,0
32.36,0.0,5.4,2.33,24.96,66.95,1.0,0.0,0
32.28,0.0,5.48,2.12,24.73,67.02,1.0,0.0,0
31.87,0.0,5.5,2.09,24.51,68.24,1.0,0.0,0
29.98,0.0,5.5,2.0,18.84,68.91,1.0,0.0,0
29.38,0.0,5.5,2.35,19.58,71.53,1.0,0.0,0
29.24,0.0,5.5,3.11,19.8,72.19,1.0,0.0,0
28.53,0.0,5.5,3.87,20.31,74.86,1.0,0.0,0
0.0,0.0,5.47,4.65,26.16,60.99,0.0,0.0,0
0.0,0.0,5.24,3.65,30.62,59.09,0.0,0.0,0
31.9,0.0,4.99,2.57,26.85,70.46,1.0,0.0,0
31.97,0.0,5.33,3.33,26.77,70.16,1.0,0.0,0
31.14,0.0,5.5,4.02,26.89,73.14,1.0,0.0,0
30.24,0.0,5.5,4.6,19.57,68.79,1.0,0.0,0
30.01,0.0,5.5,4.37,19.85,69.82,1.0,0.0,0
29.76,0.0,5.5,4.44,20.05,70.81,1.0,0.0,0
29.33,0.0,5.5,4.72,20.23,72.35,1.0,0.0,0
0.0,0.0,5.24,3.63,25.9,56.26,0.0,0.0,0
30.83,0.0,5.06,2.53,19.93,67.22,1.0,0.0,0
30.52,0.0,5.23,2.6,20.1,68.42,1.0,0.0,0
32.44,0.0,5.48,3.04,26.73,68.43,1.0,0.0,0
31.36,0.0,5.5,3.34,27.09,72.59,1.0,0.0,0
30.78,0.0,5.5,3.96,26.9,74.34,1.0,0.0,0
31.5,0.0,5.5,4.79,26.73,71.74,1.0,0.0,0
0.0,0.0,5.09,2.88,27.93,53.96,0.0,0.0,0
31.33,0.0,5.05,2.2,20.62,66.2,1.0,0.0,0
31.11,0.0,5.1,1.91,20.76,67.09,1.0,0.0,0
31.36,0.0,5.27,2.06,21.11,66.62,1.0,0.0,0
31.4,0.0,5.37,1.95,22.05,67.41,1.0,0.0,0
30.61,0.0,5.5,2.17,22.86,70.89,1.0,0.0,0
29.73,0.0,5.5,2.77,23.51,74.39,1.0,0.0,0
30.69,0.0,5.5,3.92,28.73,76.47,1.0,0.0,0
0.0,0.0,5.49,4.95,32.15,61.74,0.0,0.0,0
0.0,0.0,5.31,4.12,32.54,59.42,0.0,0.0,0
0.0,0.0,5.0,2.82,32.4,58.52,0.0,0.0,0
32.52,0.0,5.18,3.08,29.04,70.47,1.0,0.0,0
31.53,0.0,5.5,3.66,22.0,66.9,1.0,0.0,0
31.15,0.0,5.5,3.18,21.69,67.88,1.0,0.0,0
31.0,0.0,5.5,2.97,21.71,68.42,1.0,0.0,0
30.72,0.0,5.5,2.95,21.92,69.55,1.0,0.0,0
31.24,0.0,5.5,3.2,23.09,68.98,1.0,0.0,0
30.43,0.0,5.5,3.23,22.94,71.53,1.0,0.0,0
33.19,0.0,5.5,3.78,31.52,70.52,1.0,0.0,0
32.16,0.0,5.5,3.79,29.44,72.13,1.0,0.0,0
32.11,0.0,5.5,4.2,29.54,72.43,1.0,0.0,0
31.71,0.0,5.5,4.6,29.65,73.94,1.0,0.0,0
0.0,0.0,5.28,3.78,26.98,56.96,0.0,0.0,0
30.55,0.0,5.05,2.55,19.26,67.48,1.0,0.0,0
30.69,0.0,5.24,2.73,19.69,67.43,1.0,0.0,0
30.6,0.0,5.42,2.82,18.54,66.58,1.0,0.0,0
30.58,0.0,5.49,2.56,18.62,66.73,1.0,0.0,0
30.46,0.0,5.5,2.53,18.55,67.07,1.0,0.0,0
29.47,0.0,5.5,2.36,18.65,70.34,1.0,0.0,0
31.07,0.0,5.5,2.93,25.42,71.91,1.0,0.0,0
30.45,0.0,5.5,3.53,25.85,74.39,1.0,0.0,0
29.52,0.0,5.5,4.45,26.01,77.53,1.0,0.0,0
0.0,0.0,5.33,4.03,28.77,60.87,0.0,0.0,0
0.0,0.0,5.11,3.19,28.7,60.6,0.0,0.0,0
0.0,0.0,4.89,2.58,28.74,57.52,0.0,0.0,0
29.98,0.0,5.11,2.93,18.5,68.58,1.0,0.0,0
30.38,0.0,5.38,3.39,18.8,67.56,1.0,0.0,0
29.66,0.0,5.5,3.44,19.23,70.31,1.0,0.0,0
30.14,0.0,5.5,3.81,19.17,68.73,1.0,0.0,0
29.78,0.0,5.5,3.76,19.05,69.76,1.0,0.0,0
30.13,0.0,5.5,3.97,19.43,69.02,1.0,0.0,0
31.55,0.0,5.5,3.98,25.86,70.69,1.0,0.0,0
31.27,0.0,5.5,4.16,25.99,71.8,1.0,0.0,0
31.51,0.0,5.5,4.54,26.08,71.06,1.0,0.0,0
30.98,0.0,5.5,4.69,26.68,73.46,1.0,0.0,0
0.0,0.0,5.21,3.42,25.56,57.78,0.0,0.0,0
30.76,0.0,4.99,2.36,19.72,67.22,1.0,0.0,0
30.87,0.0,5.17,2.48,19.33,66.48,1.0,0.0,0
30.84,0.0,5.26,2.28,19.35,66.61,1.0,0.0,0
30.81,0.0,5.37,2.18,19.16,66.5,1.0,0.0,0
30.87,0.0,5.45,2.06,19.04,66.19,1.0,0.0,0
30.86,0.0,5.48,1.8,19.06,66.24,1.0,0.0,0
31.53,0.0,5.5,1.68,25.74,70.65,1.0,0.0,0
31.86,0.0,5.5,2.24,26.33,70.1,1.0,0.0,0
31.09,0.0,5.5,2.6,26.53,72.93,1.0,0.0,0
30.2,0.0,5.5,3.4,27.48,76.85,1.0,0.0,0
29.57,0.0,5.5,4.66,27.95,79.32,1.0,0.0,0
0.0,0.0,5.35,4.28,29.56,59.93,0.0,0.0,0
0.0,0.0,5.07,3.07,29.27,58.19,0.0,0.0,0
30.95,0.0,5.1,2.83,22.78,69.66,1.0,0.0,0
31.11,0.0,5.41,3.45,22.43,68.77,1.0,0.0,0
30.79,0.0,5.5,3.87,22.36,69.77,1.0,0.0,0
32.24,0.0,5.5,4.07,30.71,73.12,1.0,0.0,0
32.2,0.0,5.5,4.59,30.96,73.52,1.0,0.0,0
0.0,0.0,5.27,3.7,32.72,55.08,0.0,0.0,0
31.08,0.0,5.09,2.5,22.22,68.67,1.0,0.0,0
30.52,0.0,5.34,2.94,19.39,67.69,1.0,0.0,0
29.71,0.0,5.5,3.11,19.42,70.35,1.0,0.0,0
29.56,0.0,5.5,3.54,19.13,70.53,1.0,0.0,0
29.29,0.0,5.5,3.94,19.41,71.66,1.0,0.0,0
29.35,0.0,5.5,4.49,19.01,71.08,1.0,0.0,0
0.0,0.0,5.41,4.38,29.04,55.17,0.0,0.0,0
32.33,0.0,5.03,2.48,25.26,67.36,1.0,0.0,0
32.31,0.0,5.18,2.43,24.95,67.13,1.0,0.0,0
30.37,0.0,5.27,2.24,17.58,66.37,1.0,0.0,0
30.67,0.0,5.36,2.12,18.88,66.7,1.0,0.0,0
30.16,0.0,5.48,2.11,19.06,68.56,1.0,0.0,0
29.27,0.0,5.5,2.91,19.86,72.17,1.0,0.0,0
29.1,0.0,5.5,3.69,19.83,72.65,1.0,0.0,0
28.51,0.0,5.5,4.45,20.17,74.8,1.0,0.0,0
0.0,0.0,5.37,4.39,29.84,60.85,0.0,0.0,0
0.0,0.0,5.14,3.43,29.9,58.64,0.0,0.0,0
31.94,0.0,4.98,2.59,26.77,70.24,1.0,0.0,0
31.96,0.0,5.31,3.3,27.15,70.57,1.0,0.0,0
30.86,0.0,5.5,4.08,26.87,74.06,1.0,0.0,0
29.84,0.0,5.5,4.74,20.32,70.85,1.0,0.0,0
0.0,0.0,5.21,3.39,26.01,54.86,0.0,0.0,0
30.86,0.0,5.08,2.43,20.06,67.23,1.0,0.0,0
30.87,0.0,5.25,2.52,20.06,67.23,1.0,0.0,0
30.7,0.0,5.41,2.58,19.81,67.52,1.0,0.0,0
30.05,0.0,5.5,2.82,20.22,70.08,1.0,0.0,0
31.21,0.0,5.5,3.3,26.91,72.91,1.0,0.0,0
31.63,0.0,5.5,3.98,27.12,71.67,1.0,0.0,0
31.23,0.0,5.5,4.33,27.27,73.2,1.0,0.0,0
0.0,0.0,5.5,4.92,33.41,58.04,0.0,0.0,0
0.0,0.0,5.12,3.15,27.88,55.18,0.0,0.0,0
31.54,0.0,4.97,2.13,21.56,66.44,1.0,0.0,0
31.48,0.0,5.06,1.94,21.41,66.5,1.0,0.0,0
31.48,0.0,5.16,1.83,20.99,66.06,1.0,0.0,0
31.62,0.0,5.19,1.53,21.55,66.13,1.0,0.0,0
31.43,0.0,5.24,1.34,22.91,68.17,1.0,0.0,0
30.78,0.0,5.47,1.85,21.93,69.4,1.0,0.0,0
30.78,0.0,5.5,2.98,28.83,76.29,1.0,0.0,0
30.11,0.0,5.5,4.18,29.26,78.91,1.0,0.0,0
0.0,0.0,5.38,4.24,32.78,61.04,0.0,0.0,0
0.0,0.0,5.16,3.39,32.61,60.54,0.0,0.0,0
0.0,0.0,4.93,2.67,31.83,59.15,0.0,0.0,0
32.27,0.0,5.15,3.15,28.78,71.09,1.0,0.0,0
30.53,0.0,5.47,3.8,21.27,69.55,1.0,0.0,0
29.63,0.0,5.5,4.5,20.3,71.47,1.0,0.0,0
0.0,0.0,5.41,4.38,26.26,57.03,0.0,0.0,0
0.0,0.0,5.0,2.5,25.97,54.35,0.0,0.0,0
30.87,0.0,4.97,1.92,18.95,66.09,1.0,0.0,0
32.57,0.0,5.06,1.78,26.1,67.36,1.0,0.0,0
32.47,0.0,5.23,1.87,25.81,67.4,1.0,0.0,0
32.55,0.0,5.38,1.95,25.36,66.68,1.0,0.0,0
30.44,0.0,5.42,1.68,17.56,66.13,1.0,0.0,0
30.46,0.0,5.48,1.59,17.41,65.91,1.0,0.0,0
30.9,0.0,5.5,1.4,18.71,65.77,1.0,0.0,0
30.85,0.0,5.45,1.08,18.68,65.91,1.0,0.0,0
22.34,22.31,5.5,1.24,14.85,85.18,1.0,1.0,0
22.87,22.83,5.5,2.56,14.79,83.99,1.0,1.0,0
29.75,0.0,5.5,2.87,18.87,69.67,1.0,0.0,0
29.45,0.0,5.5,3.23,19.24,70.98,1.0,0.0,0
29.57,0.0,5.5,3.77,19.16,70.54,1.0,0.0,0
30.73,0.0,5.5,4.27,25.97,73.59,1.0,0.0,0
0.0,0.0,5.5,4.95,29.1,60.38,0.0,0.0,0
0.0,0.0,5.22,3.65,29.62,59.34,0.0,0.0,0
31.72,0.0,4.95,2.54,27.21,71.45,1.0,0.0,0
30.01,0.0,5.32,3.45,20.4,70.36,1.0,0.0,0
29.34,0.0,5.5,4.35,20.65,72.74,1.0,0.0,0
0.0,0.0,5.42,4.45,25.88,57.55,0.0,0.0,0
0.0,0.0,5.03,2.66,27.81,55.21,0.0,0.0,0
33.25,0.0,5.04,2.22,28.31,67.08,1.0,0.0,0
32.9,0.0,5.15,2.01,28.69,68.74,1.0,0.0,0
32.9,0.0,5.39,2.39,28.72,68.76,1.0,0.0,0
32.13,0.0,5.5,2.82,29.68,72.49,1.0,0.0,0
29.66,0.0,5.5,3.4,22.41,73.49,1.0,0.0,0
29.7,0.0,5.5,4.27,22.68,73.62,1.0,0.0,0
0.0,0.0,5.4,4.34,29.67,57.12,0.0,0.0,0
31.07,0.0,5.0,2.5,21.2,67.66,1.0,0.0,0
31.04,0.0,5.21,2.69,21.38,67.94,1.0,0.0,0
30.92,0.0,5.41,2.91,21.22,68.2,1.0,0.0,0
31.88,0.0,5.5,3.37,27.93,71.6,1.0,0.0,0
32.52,0.0,5.5,3.78,27.87,69.31,1.0,0.0,0
32.57,0.0,5.5,3.63,27.74,68.97,1.0,0.0,0
30.85,0.0,5.5,3.4,20.24,67.45,1.0,0.0,0
30.93,0.0,5.5,3.07,20.4,67.36,1.0,0.0,0
30.27,0.0,5.5,2.8,20.8,69.94,1.0,0.0,0
30.1,0.0,5.5,3.17,20.64,70.32,1.0,0.0,0
29.48,0.0,5.5,3.56,21.24,72.89,1.0,0.0,0
28.6,0.0,5.5,4.33,21.79,76.15,1.0,0.0,0
0.0,0.0,5.39,4.42,31.9,60.94,0.0,0.0,0
0.0,0.0,5.16,3.48,31.92,59.26,0.0,0.0,0
31.93,0.0,4.86,2.3,28.06,71.97,1.0,0.0,0
32.17,0.0,5.27,3.38,28.28,70.94,1.0,0.0,0
30.94,0.0,5.5,4.22,30.11,77.04,1.0,0.0,0
0.0,0.0,5.38,4.25,29.46,56.38,0.0,0.0,0
31.56,0.0,4.95,2.27,22.9,67.74,1.0,0.0,0
31.48,0.0,5.16,2.49,23.23,68.32,1.0,0.0,0
30.87,0.0,5.39,2.8,22.57,69.73,1.0,0.0,0
30.73,0.0,5.5,3.64,22.84,70.44,1.0,0.0,0
31.74,0.0,5.5,3.97,29.25,73.44,1.0,0.0,0
31.16,0.0,5.5,4.59,27.53,73.72,1.0,0.0,0
0.0,0.0,5.32,4.05,30.5,55.96,0.0,0.0,0
32.55,0.0,4.88,2.03,27.27,68.71,1.0,0.0,0
30.76,0.0,5.12,2.4,19.96,67.48,1.0,0.0,0
30.5,0.0,5.31,2.59,18.51,66.9,1.0,0.0,0
30.28,0.0,5.44,2.55,18.18,67.28,1.0,0.0,0
30.32,0.0,5.5,2.78,18.74,67.68,1.0,0.0,0
30.5,0.0,5.5,2.71,17.78,66.16,1.0,0.0,0
30.26,0.0,5.46,2.23,17.69,66.85,1.0,0.0,0
29.5,0.0,5.5,2.39,18.33,69.93,1.0,0.0,0
29.78,0.0,5.5,2.91,19.36,70.05,1.0,0.0,0
30.4,0.0,5.5,3.39,26.19,74.89,1.0,0.0,0
29.87,0.0,5.5,4.39,26.65,77.06,1.0,0.0,0
0.0,0.0,5.34,4.04,30.26,60.37,0.0,0.0,0
0.0,0.0,5.08,3.03,30.59,58.59,0.0,0.0,0
31.88,0.0,5.14,2.92,27.08,70.78,1.0,0.0,0
32.13,0.0,5.49,3.68,26.8,69.59,1.0,0.0,0
30.03,0.0,5.5,4.17,20.26,70.18,1.0,0.0,0
29.71,0.0,5.5,4.36,19.89,70.81,1.0,0.0,0
29.74,0.0,5.5,4.65,20.12,70.95,1.0,0.0,0
0.0,0.0,5.39,4.28,26.22,58.24,0.0,0.0,0
0.0,0.0,5.03,2.67,26.37,56.68,0.0,0.0,0
30.47,0.0,5.1,2.49,21.55,70.02,1.0,0.0,0
32.93,0.0,5.47,3.39,29.13,69.06,1.0,0.0,0
31.93,0.0,5.5,3.76,29.92,73.43,1.0,0.0,0
31.7,0.0,5.5,4.4,30.5,74.83,1.0,0.0,0
0.0,0.0,5.35,4.08,29.87,57.02,0.0,0.0,0
31.5,0.0,5.03,2.53,22.58,67.58,1.0,0.0,0
31.43,0.0,5.22,2.64,22.43,67.67,1.0,0.0,0
31.28,0.0,5.4,2.74,21.42,67.19,1.0,0.0,0
31.31,0.0,5.5,2.68,20.95,66.61,1.0,0.0,0
31.18,0.0,5.5,2.28,20.43,66.52,1.0,0.0,0
30.81,0.0,5.5,2.13,20.59,67.92,1.0,0.0,0
32.25,0.0,5.5,2.31,27.99,70.36,1.0,0.0,0
31.46,0.0,5.5,2.67,28.16,73.31,1.0,0.0,0
31.3,0.0,5.5,3.48,28.29,73.99,1.0,0.0,0
28.6,0.0,5.5,4.28,22.49,76.84,1.0,0.0,0
0.0,0.0,5.39,4.41,28.57,60.22,0.0,0.0,0
0.0,0.0,5.12,3.25,28.29,59.25,0.0,0.0,0
30.51,0.0,4.98,2.59,22.35,70.68,1.0,0.0,0
32.79,0.0,5.37,3.58,28.72,69.16,1.0,0.0,0
32.35,0.0,5.5,3.88,30.66,72.69,1.0,0.0,0
31.9,0.0,5.5,4.35,30.8,74.41,1.0,0.0,0
0.0,0.0,5.38,4.23,32.52,57.53,0.0,0.0,0
31.43,0.0,4.99,2.47,22.3,67.62,1.0,0.0,0
31.27,0.0,5.19,2.62,22.09,67.89,1.0,0.0,0
31.33,0.0,5.39,2.82,21.88,67.46,1.0,0.0,0
30.9,0.0,5.5,2.85,22.06,69.09,1.0,0.0,0
30.16,0.0,5.5,2.98,19.62,69.11,1.0,0.0,0
30.07,0.0,5.5,3.17,19.04,68.82,1.0,0.0,0
31.25,0.0,5.5,3.39,26.29,72.16,1.0,0.0,0
31.11,0.0,5.5,3.95,26.24,72.58,1.0,0.0,0
30.98,0.0,5.5,4.49,26.22,73.01,1.0,0.0,0
0.0,0.0,5.37,4.2,24.45,55.31,0.0,0.0,0
30.38,0.0,5.03,2.46,17.61,66.4,1.0,0.0,0
30.26,0.0,5.13,2.31,17.14,66.28,1.0,0.0,0
30.69,0.0,5.22,2.16,19.0,66.75,1.0,0.0,0
30.63,0.0,5.35,2.17,19.0,66.95,1.0,0.0,0
30.59,0.0,5.49,2.24,18.96,67.02,1.0,0.0,0
29.08,0.0,5.5,2.46,19.81,72.71,1.0,0.0,0
30.09,0.0,5.5,3.49,26.81,76.52,1.0,0.0,0
29.16,0.0,5.5,4.71,26.88,79.54,1.0,0.0,0
0.0,0.0,5.35,4.3,29.6,60.83,0.0,0.0,0
0.0,0.0,5.12,3.36,30.36,59.03,0.0,0.0,0
32.38,0.0,4.98,2.64,26.99,68.9,1.0,0.0,0
31.04,0.0,5.23,2.97,20.22,66.81,1.0,0.0,0
31.04,0.0,5.32,2.73,19.79,66.35,1.0,0.0,0
31.02,0.0,5.35,2.34,20.0,66.66,1.0,0.0,0
31.24,0.0,5.45,2.22,21.69,67.6,1.0,0.0,0
31.06,0.0,5.5,2.55,22.1,68.62,1.0,0.0,0
29.43,0.0,5.5,2.65,21.95,73.75,1.0,0.0,0
32.08,0.0,5.5,3.68,29.11,72.13,1.0,0.0,0
31.52,0.0,5.5,4.12,29.6,74.53,1.0,0.0,0
0.0,0.0,5.46,4.61,33.89,56.92,0.0,0.0,0
0.0,0.0,5.04,2.67,31.37,56.53,0.0,0.0,0
31.09,0.0,5.12,2.5,21.34,67.75,1.0,0.0,0
31.24,0.0,5.32,2.71,20.68,66.57,1.0,0.0,0
31.14,0.0,5.39,2.4,20.88,67.11,1.0,0.0,0
31.07,0.0,5.5,2.43,20.16,66.64,1.0,0.0,0
30.89,0.0,5.5,2.12,20.29,67.37,1.0,0.0,0
30.55,0.0,5.5,2.07,20.61,68.82,1.0,0.0,0
30.61,0.0,5.5,2.34,20.7,68.71,1.0,0.0,0
30.87,0.0,5.5,2.6,27.76,74.92,1.0,0.0,0
30.35,0.0,5.5,3.67,27.97,76.83,1.0,0.0,0
0.0,0.0,5.48,4.72,31.55,60.33,0.0,0.0,0
0.0,0.0,5.21,3.51,31.63,60.04,0.0,0.0,0
0.0,0.0,4.95,2.55,31.71,57.7,0.0,0.0,0
30.76,0.0,5.09,2.67,21.77,69.28,1.0,0.0,0
31.11,0.0,5.39,3.26,22.68,69.04,1.0,0.0,0
30.24,0.0,5.5,3.8,23.09,72.32,1.0,0.0,0
30.82,0.0,5.5,4.4,22.82,70.15,1.0,0.0,0
30.87,0.0,5.5,4.46,22.74,69.87,1.0,0.0,0
32.06,0.0,5.5,4.47,31.33,74.4,1.0,0.0,0
0.0,0.0,5.33,3.97,32.59,55.71,0.0,0.0,0
33.31,0.0,5.04,2.45,29.4,67.94,1.0,0.0,0
32.87,0.0,5.22,2.47,29.66,69.79,1.0,0.0,0
30.51,0.0,5.49,2.95,20.06,68.41,1.0,0.0,0
29.56,0.0,5.5,3.51,19.74,71.14,1.0,0.0,0
29.45,0.0,5.5,4.02,19.79,71.53,1.0,0.0,0
29.41,0.0,5.5,4.52,19.6,71.47,1.0,0.0,0
0.0,0.0,5.39,4.25,26.1,55.89,0.0,0.0,0
30.71,0.0,4.94,2.19,18.34,66.04,1.0,0.0,0
32.47,0.0,5.02,1.97,25.28,66.89,1.0,0.0,0
32.43,0.0,5.14,1.87,24.34,66.08,1.0,0.0,0
32.42,0.0,5.1,1.39,24.65,66.42,1.0,0.0,0
30.23,0.0,5.13,1.19,18.06,67.32,1.0,0.0,0
29.77,0.0,5.5,2.85,19.31,70.04,1.0,0.0,0
29.13,0.0,5.5,3.27,19.77,72.5,1.0,0.0,0
28.65,0.0,5.5,4.06,20.21,74.42,1.0,0.0,0
0.0,0.0,5.49,4.95,30.45,60.54,0.0,0.0,0
0.0,0.0,5.23,3.74,30.32,59.85,0.0,0.0,0
0.0,0.0,4.95,2.65,30.78,59.62,0.0,0.0,0
32.27,0.0,5.2,3.29,29.3,71.61,1.0,0.0,0
31.58,0.0,5.5,4.2,28.01,72.74,1.0,0.0,0
28.95,0.0,5.5,4.69,20.89,74.18,1.0,0.0,0
0.0,0.0,5.28,3.88,27.06,55.67,0.0,0.0,0
30.81,0.0,5.03,2.48,20.65,67.99,1.0,0.0,0
30.86,0.0,5.26,2.79,20.82,67.99,1.0,0.0,0
30.59,0.0,5.47,3.02,20.72,68.78,1.0,0.0,0
30.47,0.0,5.5,3.65,20.98,69.44,1.0,0.0,0
30.4,0.0,5.5,3.76,20.99,69.68,1.0,0.0,0
31.67,0.0,5.5,3.96,27.7,72.13,1.0,0.0,0
31.92,0.0,5.5,4.39,28.09,71.64,1.0,0.0,0
31.09,0.0,5.5,4.64,28.29,74.7,1.0,0.0,0
0.0,0.0,5.25,3.65,31.83,57.47,0.0,0.0,0
31.13,0.0,5.06,2.59,21.01,67.29,1.0,0.0,0
31.44,0.0,5.23,2.64,22.03,67.26,1.0,0.0,0
31.37,0.0,5.37,2.61,21.7,67.15,1.0,0.0,0
31.15,0.0,5.5,2.55,21.68,67.88,1.0,0.0,0
30.95,0.0,5.5,2.49,22.72,69.6,1.0,0.0,0
30.54,0.0,5.47,2.12,19.31,67.54,1.0,0.0,0
29.06,0.0,5.5,2.55,19.82,72.78,1.0,0.0,0
29.29,0.0,5.5,3.49,20.06,72.32,1.0,0.0,0
29.87,0.0,5.5,4.21,26.81,77.22,1.0,0.0,0
0.0,0.0,5.37,4.21,30.23,61.23,0.0,0.0,0
0.0,0.0,5.17,3.45,31.15,59.09,0.0,0.0,0
32.76,0.0,5.02,2.69,30.53,71.09,1.0,0.0,0
32.78,0.0,5.37,3.47,29.86,70.35,1.0,0.0,0
30.08,0.0,5.5,4.15,21.92,71.68,1.0,0.0,0
30.43,0.0,5.5,4.6,21.61,70.21,1.0,0.0,0
29.94,0.0,5.5,4.67,21.99,72.16,1.0,0.0,0
0.0,0.0,5.32,4.03,29.72,56.99,0.0,0.0,0
31.72,0.0,4.91,2.21,23.06,67.37,1.0,0.0,0
31.27,0.0,5.09,2.32,22.25,68.04,1.0,0.0,0
31.06,0.0,5.32,2.62,21.91,68.42,1.0,0.0,0
32.19,0.0,5.5,3.13,28.61,71.2,1.0,0.0,0
31.12,0.0,5.5,3.49,28.87,75.17,1.0,0.0,0
31.43,0.0,5.5,4.47,29.02,74.28,1.0,0.0,0
0.0,0.0,5.32,3.93,28.01,56.41,0.0,0.0,0
30.86,0.0,5.05,2.52,21.29,68.47,1.0,0.0,0
